Package ,	License	,Source of License Information,	Comments,	License/Copyright Links/References
deltarpm  , public-domain,BSD-2-clause,BSD-3-clause , Copyright_File     ,  public-domain(md5.c,sha256.c),BSD-2-clause(delta.c),BSD-3-clause(*,deltarpm.py,debian/*), ,  NA 
gdal-bin  , Artistic or GPL-1.0+,MIT and zlib,HPND-disclaimer,Info-ZIP,MIT and Base64,MIT or LGPL-2+,MIT and PostgreSQL,MIT and GPL-3+ with Bison exception,HPND-3i,GPL-3+ with Bison exception,zlib,libpng,Apache-2.0,ITT,JasPer-2.0,IJG,HPND-eos,HPND-sl-gl-sgi,HPND-sl-sgi,BSD-3-Clause,public-domain,HPND-p-sl-sgi,Qhull,GPL-2+ with Libtool exception,fsf-unlimited-disclaimer,fsf-unlimited-configure,GPL-3+,MIT-short,MIT , Copyright_File     ,  ArtisticorGPL-1.0+(swig/perl/*),libpng(frmts/png/libpng/*),Qhull(alg/internal_libqhull/*),LGPL-2+(swig/python/samples/gdal_vrtmerge.py,swig/python/scripts/gdal_merge.py),fsf-unlimited-disclaimer(aclocal.m4),HPND-3i(ogr/swq.cpp,ogr/swq.h),public-domain(frmts/grib/degrib18/*,frmts/gtiff/libgeotiff/geo_free.c,frmts/gtiff/libgeotiff/geo_get.c,frmts/gtiff/libgeotiff/geo_keyp.h,frmts/gtiff/libgeotiff/geokeys.h)"More_than_5_Files_for_this_license",Apache-2.0(frmts/mrf/JPNG_band.cpp,frmts/wms/minidriver_mrf.cpp),MITandzlib(port/cpl_vsil_gzip.cpp),Info-ZIP(port/cpl_minizip_ioapi.cpp,port/cpl_minizip_ioapi.h,port/cpl_minizip_unzip.cpp,port/cpl_minizip_unzip.h,port/cpl_minizip_zip.cpp)"More_than_5_Files_for_this_license",IJG(frmts/jpeg/libjpeg/*,frmts/jpeg/libjpeg12/*),HPND-sl-gl-sgi(frmts/gtiff/libtiff/tif_luv.c),HPND-p-sl-sgi(frmts/aigrid/aigccitt.c,frmts/gtiff/libtiff/tif_pixarlog.c),HPND-sl-sgi(frmts/gtiff/libtiff/t4.h,frmts/gtiff/libtiff/tif_aux.c,frmts/gtiff/libtiff/tif_close.c,frmts/gtiff/libtiff/tif_codec.c,frmts/gtiff/libtiff/tif_color.c)"More_than_5_Files_for_this_license",GPL-3+(config.guess,config.sub),MITandBase64(port/cpl_base64.cpp),MITorLGPL-2+(ogr/ogrsf_frmts/shape/dbfopen.c,ogr/ogrsf_frmts/shape/sbnsearch.c,ogr/ogrsf_frmts/shape/shapefil.h,ogr/ogrsf_frmts/shape/shpopen.c,ogr/ogrsf_frmts/shape/shptree.c),MITandPostgreSQL(ogr/ogrsf_frmts/pg/ogrpglayer.cpp),MITandGPL-3+withBisonexception(ogr/ogrsf_frmts/ods/ods_formula_parser.cpp),HPND-disclaimer(port/cpl_recode.cpp,port/cpl_recode_iconv.cpp,port/cpl_recode_stub.cpp),JasPer-2.0(frmts/jpeg2000/jpeg2000_vsil_io.cpp),GPL-2+withLibtoolexception(ltmain.sh),zlib(frmts/zlib/*,frmts/zlib/crc32.c),HPND-eos(frmts/hdf4/hdf-eos/EHapi.c,frmts/hdf4/hdf-eos/GDapi.c,frmts/hdf4/hdf-eos/SWapi.c,frmts/hdf4/hdf-eos/HdfEosDef.h,frmts/hdf4/hdf-eos/HDFEOSVersion.h)"More_than_5_Files_for_this_license",MIT(*,apps/gdaldem_lib.cpp,frmts/gif/giflib/*,frmts/jpeg/jpgdataset.cpp,frmts/nitf/nitfdataset.cpp)"More_than_5_Files_for_this_license",GPL-3+withBisonexception(ogr/osr_cs_wkt_parser.c,ogr/osr_cs_wkt_parser.h,ogr/swq_parser.cpp,ogr/swq_parser.hpp,ogr/ogrsf_frmts/ods/ods_formula_parser.hpp),MIT-short(install-sh),fsf-unlimited-configure(configure),ITT(frmts/jpipkak/jpipkakdataset.cpp,frmts/jpipkak/jpipkakdataset.h),BSD-3-Clause(frmts/gtiff/tif_float.c,frmts/gtiff/tif_float.h,frmts/mrsid_lidar/gdal_MG4Lidar.cpp,frmts/pcraster/libcsf/*,ogr/ogrsf_frmts/dxf/intronurbs.cpp), ,  NA 
gdal-data  , Artistic or GPL-1.0+,MIT and zlib,HPND-disclaimer,Info-ZIP,MIT and Base64,MIT or LGPL-2+,MIT and PostgreSQL,MIT and GPL-3+ with Bison exception,HPND-3i,GPL-3+ with Bison exception,zlib,libpng,Apache-2.0,ITT,JasPer-2.0,IJG,HPND-eos,HPND-sl-gl-sgi,HPND-sl-sgi,BSD-3-Clause,public-domain,HPND-p-sl-sgi,Qhull,GPL-2+ with Libtool exception,fsf-unlimited-disclaimer,fsf-unlimited-configure,GPL-3+,MIT-short,MIT , Copyright_File     ,  ArtisticorGPL-1.0+(swig/perl/*),libpng(frmts/png/libpng/*),Qhull(alg/internal_libqhull/*),LGPL-2+(swig/python/samples/gdal_vrtmerge.py,swig/python/scripts/gdal_merge.py),fsf-unlimited-disclaimer(aclocal.m4),HPND-3i(ogr/swq.cpp,ogr/swq.h),public-domain(frmts/grib/degrib18/*,frmts/gtiff/libgeotiff/geo_free.c,frmts/gtiff/libgeotiff/geo_get.c,frmts/gtiff/libgeotiff/geo_keyp.h,frmts/gtiff/libgeotiff/geokeys.h)"More_than_5_Files_for_this_license",Apache-2.0(frmts/mrf/JPNG_band.cpp,frmts/wms/minidriver_mrf.cpp),MITandzlib(port/cpl_vsil_gzip.cpp),Info-ZIP(port/cpl_minizip_ioapi.cpp,port/cpl_minizip_ioapi.h,port/cpl_minizip_unzip.cpp,port/cpl_minizip_unzip.h,port/cpl_minizip_zip.cpp)"More_than_5_Files_for_this_license",IJG(frmts/jpeg/libjpeg/*,frmts/jpeg/libjpeg12/*),HPND-sl-gl-sgi(frmts/gtiff/libtiff/tif_luv.c),HPND-p-sl-sgi(frmts/aigrid/aigccitt.c,frmts/gtiff/libtiff/tif_pixarlog.c),HPND-sl-sgi(frmts/gtiff/libtiff/t4.h,frmts/gtiff/libtiff/tif_aux.c,frmts/gtiff/libtiff/tif_close.c,frmts/gtiff/libtiff/tif_codec.c,frmts/gtiff/libtiff/tif_color.c)"More_than_5_Files_for_this_license",GPL-3+(config.guess,config.sub),MITandBase64(port/cpl_base64.cpp),MITorLGPL-2+(ogr/ogrsf_frmts/shape/dbfopen.c,ogr/ogrsf_frmts/shape/sbnsearch.c,ogr/ogrsf_frmts/shape/shapefil.h,ogr/ogrsf_frmts/shape/shpopen.c,ogr/ogrsf_frmts/shape/shptree.c),MITandPostgreSQL(ogr/ogrsf_frmts/pg/ogrpglayer.cpp),MITandGPL-3+withBisonexception(ogr/ogrsf_frmts/ods/ods_formula_parser.cpp),HPND-disclaimer(port/cpl_recode.cpp,port/cpl_recode_iconv.cpp,port/cpl_recode_stub.cpp),JasPer-2.0(frmts/jpeg2000/jpeg2000_vsil_io.cpp),GPL-2+withLibtoolexception(ltmain.sh),zlib(frmts/zlib/*,frmts/zlib/crc32.c),HPND-eos(frmts/hdf4/hdf-eos/EHapi.c,frmts/hdf4/hdf-eos/GDapi.c,frmts/hdf4/hdf-eos/SWapi.c,frmts/hdf4/hdf-eos/HdfEosDef.h,frmts/hdf4/hdf-eos/HDFEOSVersion.h)"More_than_5_Files_for_this_license",MIT(*,apps/gdaldem_lib.cpp,frmts/gif/giflib/*,frmts/jpeg/jpgdataset.cpp,frmts/nitf/nitfdataset.cpp)"More_than_5_Files_for_this_license",GPL-3+withBisonexception(ogr/osr_cs_wkt_parser.c,ogr/osr_cs_wkt_parser.h,ogr/swq_parser.cpp,ogr/swq_parser.hpp,ogr/ogrsf_frmts/ods/ods_formula_parser.hpp),MIT-short(install-sh),fsf-unlimited-configure(configure),ITT(frmts/jpipkak/jpipkakdataset.cpp,frmts/jpipkak/jpipkakdataset.h),BSD-3-Clause(frmts/gtiff/tif_float.c,frmts/gtiff/tif_float.h,frmts/mrsid_lidar/gdal_MG4Lidar.cpp,frmts/pcraster/libcsf/*,ogr/ogrsf_frmts/dxf/intronurbs.cpp), ,  NA 
gir1.2-harfbuzz-0.0  , MIT , Copyright_File     ,  MIT(*,debian/*), ,  NA 
libarmadillo-dev  , GPL-2,Apache , Copyright_File     ,  Apache(*),GPL-2(debian/*), ,  NA 
libarmadillo8  , GPL-2,Apache , Copyright_File     ,  Apache(*),GPL-2(debian/*), ,  NA 
libboost1.65-dev  , boostbook,bjam,Boost , Copyright_File     ,  boostbook(boostbook/xsl/caramel),Boost(*),bjam(tools/jam), ,  NA 
libcurl4-gnutls-dev  , other,BSD-4-Clause,public-domain,BSD-3-Clause,ISC,curl , Copyright_File     ,  BSD-4-Clause(tests/server/tftpd.c),public-domain(lib/md4.c),ISC(lib/inet_pton.c,lib/inet_ntop.c),other(docs/examples/curlx.c,src/macos/src/macos_main.cpp),BSD-3-Clause(lib/krb5.c,lib/security.c,docs/examples/fopen.c,docs/examples/rtsp.c),curl(*,lib/vtls/axtls.*,lib/vtls/darwinssl.*,lib/curl_rtmp.*,lib/vtls/schannel.*)"More_than_5_Files_for_this_license", ,  NA 
libdap-dev  , URI,W3C,LGPL-2.1 , Copyright_File     ,  LGPL-2.1(*,gl/*),GPL-2(debian/*),W3C(Makefile.am,,Technology,,Keio),URI(Ancillary.h), ,  NA 
libdap25  , URI,W3C,LGPL-2.1 , Copyright_File     ,  LGPL-2.1(*,gl/*),GPL-2(debian/*),W3C(Makefile.am,,Technology,,Keio),URI(Ancillary.h), ,  NA 
libdapclient6v5  , URI,W3C,LGPL-2.1 , Copyright_File     ,  LGPL-2.1(*,gl/*),GPL-2(debian/*),W3C(Makefile.am,,Technology,,Keio),URI(Ancillary.h), ,  NA 
libdapserver7v5  , URI,W3C,LGPL-2.1 , Copyright_File     ,  LGPL-2.1(*,gl/*),GPL-2(debian/*),W3C(Makefile.am,,Technology,,Keio),URI(Ancillary.h), ,  NA 
libepsilon-dev  , BSD-3-Clause,GPL-3+ or LGPL-3+ , Copyright_File     ,  GPL-3+orLGPL-3+(*),GPL-3+(debian/*),BSD-3-Clause(lib/msvc/inttypes.h,lib/msvc/stdint.h), ,  NA 
libepsilon1  , BSD-3-Clause,GPL-3+ or LGPL-3+ , Copyright_File     ,  GPL-3+orLGPL-3+(*),GPL-3+(debian/*),BSD-3-Clause(lib/msvc/inttypes.h,lib/msvc/stdint.h), ,  NA 
libfreexl-dev  , fsf-unlimited-makefile,GPL-2+ with Libtool exception,install-sh,GPL-2+ with Autoconf exception,fsf-unlimited-configure,fsf-unlimited-disclaimer,MPL-1.1 or GPL-2+ or LGPL-2.1+ , Copyright_File     ,  fsf-unlimited-makefile(Makefile.in,examples/Makefile.in,headers/Makefile.in,src/Makefile.in,tests/Makefile.in),fsf-unlimited(m4/libtool.m4,m4/lt~obsolete.m4,m4/ltoptions.m4,m4/ltsugar.m4,m4/ltversion.m4),fsf-unlimited-disclaimer(aclocal.m4),GPL-2+(debian/*),GPL-2+withAutoconfexception(compile,config.guess,config.sub,depcomp,missing)"More_than_5_Files_for_this_license",GPL-2+withLibtoolexception(ltmain.sh),MPL-1.1orGPL-2+orLGPL-2.1+(*),fsf-unlimited-configure(configure),install-sh(install-sh), ,  NA 
libfreexl1  , fsf-unlimited-makefile,GPL-2+ with Libtool exception,install-sh,GPL-2+ with Autoconf exception,fsf-unlimited-configure,fsf-unlimited-disclaimer,MPL-1.1 or GPL-2+ or LGPL-2.1+ , Copyright_File     ,  fsf-unlimited-makefile(Makefile.in,examples/Makefile.in,headers/Makefile.in,src/Makefile.in,tests/Makefile.in),fsf-unlimited(m4/libtool.m4,m4/lt~obsolete.m4,m4/ltoptions.m4,m4/ltsugar.m4,m4/ltversion.m4),fsf-unlimited-disclaimer(aclocal.m4),GPL-2+(debian/*),GPL-2+withAutoconfexception(compile,config.guess,config.sub,depcomp,missing)"More_than_5_Files_for_this_license",GPL-2+withLibtoolexception(ltmain.sh),MPL-1.1orGPL-2+orLGPL-2.1+(*),fsf-unlimited-configure(configure),install-sh(install-sh), ,  NA 
libfyba-dev  , GPL-2.0+,MIT , Copyright_File     ,  GPL-2.0+(debian/*),MIT(*), ,  NA 
libfyba0  , GPL-2.0+,MIT , Copyright_File     ,  GPL-2.0+(debian/*),MIT(*), ,  NA 
libgdal-dev  , Artistic or GPL-1.0+,MIT and zlib,HPND-disclaimer,Info-ZIP,MIT and Base64,MIT or LGPL-2+,MIT and PostgreSQL,MIT and GPL-3+ with Bison exception,HPND-3i,GPL-3+ with Bison exception,zlib,libpng,Apache-2.0,ITT,JasPer-2.0,IJG,HPND-eos,HPND-sl-gl-sgi,HPND-sl-sgi,BSD-3-Clause,public-domain,HPND-p-sl-sgi,Qhull,GPL-2+ with Libtool exception,fsf-unlimited-disclaimer,fsf-unlimited-configure,GPL-3+,MIT-short,MIT , Copyright_File     ,  ArtisticorGPL-1.0+(swig/perl/*),libpng(frmts/png/libpng/*),Qhull(alg/internal_libqhull/*),LGPL-2+(swig/python/samples/gdal_vrtmerge.py,swig/python/scripts/gdal_merge.py),fsf-unlimited-disclaimer(aclocal.m4),HPND-3i(ogr/swq.cpp,ogr/swq.h),public-domain(frmts/grib/degrib18/*,frmts/gtiff/libgeotiff/geo_free.c,frmts/gtiff/libgeotiff/geo_get.c,frmts/gtiff/libgeotiff/geo_keyp.h,frmts/gtiff/libgeotiff/geokeys.h)"More_than_5_Files_for_this_license",Apache-2.0(frmts/mrf/JPNG_band.cpp,frmts/wms/minidriver_mrf.cpp),MITandzlib(port/cpl_vsil_gzip.cpp),Info-ZIP(port/cpl_minizip_ioapi.cpp,port/cpl_minizip_ioapi.h,port/cpl_minizip_unzip.cpp,port/cpl_minizip_unzip.h,port/cpl_minizip_zip.cpp)"More_than_5_Files_for_this_license",IJG(frmts/jpeg/libjpeg/*,frmts/jpeg/libjpeg12/*),HPND-sl-gl-sgi(frmts/gtiff/libtiff/tif_luv.c),HPND-p-sl-sgi(frmts/aigrid/aigccitt.c,frmts/gtiff/libtiff/tif_pixarlog.c),HPND-sl-sgi(frmts/gtiff/libtiff/t4.h,frmts/gtiff/libtiff/tif_aux.c,frmts/gtiff/libtiff/tif_close.c,frmts/gtiff/libtiff/tif_codec.c,frmts/gtiff/libtiff/tif_color.c)"More_than_5_Files_for_this_license",GPL-3+(config.guess,config.sub),MITandBase64(port/cpl_base64.cpp),MITorLGPL-2+(ogr/ogrsf_frmts/shape/dbfopen.c,ogr/ogrsf_frmts/shape/sbnsearch.c,ogr/ogrsf_frmts/shape/shapefil.h,ogr/ogrsf_frmts/shape/shpopen.c,ogr/ogrsf_frmts/shape/shptree.c),MITandPostgreSQL(ogr/ogrsf_frmts/pg/ogrpglayer.cpp),MITandGPL-3+withBisonexception(ogr/ogrsf_frmts/ods/ods_formula_parser.cpp),HPND-disclaimer(port/cpl_recode.cpp,port/cpl_recode_iconv.cpp,port/cpl_recode_stub.cpp),JasPer-2.0(frmts/jpeg2000/jpeg2000_vsil_io.cpp),GPL-2+withLibtoolexception(ltmain.sh),zlib(frmts/zlib/*,frmts/zlib/crc32.c),HPND-eos(frmts/hdf4/hdf-eos/EHapi.c,frmts/hdf4/hdf-eos/GDapi.c,frmts/hdf4/hdf-eos/SWapi.c,frmts/hdf4/hdf-eos/HdfEosDef.h,frmts/hdf4/hdf-eos/HDFEOSVersion.h)"More_than_5_Files_for_this_license",MIT(*,apps/gdaldem_lib.cpp,frmts/gif/giflib/*,frmts/jpeg/jpgdataset.cpp,frmts/nitf/nitfdataset.cpp)"More_than_5_Files_for_this_license",GPL-3+withBisonexception(ogr/osr_cs_wkt_parser.c,ogr/osr_cs_wkt_parser.h,ogr/swq_parser.cpp,ogr/swq_parser.hpp,ogr/ogrsf_frmts/ods/ods_formula_parser.hpp),MIT-short(install-sh),fsf-unlimited-configure(configure),ITT(frmts/jpipkak/jpipkakdataset.cpp,frmts/jpipkak/jpipkakdataset.h),BSD-3-Clause(frmts/gtiff/tif_float.c,frmts/gtiff/tif_float.h,frmts/mrsid_lidar/gdal_MG4Lidar.cpp,frmts/pcraster/libcsf/*,ogr/ogrsf_frmts/dxf/intronurbs.cpp), ,  NA 
libgdal20  , Artistic or GPL-1.0+,MIT and zlib,HPND-disclaimer,Info-ZIP,MIT and Base64,MIT or LGPL-2+,MIT and PostgreSQL,MIT and GPL-3+ with Bison exception,HPND-3i,GPL-3+ with Bison exception,zlib,libpng,Apache-2.0,ITT,JasPer-2.0,IJG,HPND-eos,HPND-sl-gl-sgi,HPND-sl-sgi,BSD-3-Clause,public-domain,HPND-p-sl-sgi,Qhull,GPL-2+ with Libtool exception,fsf-unlimited-disclaimer,fsf-unlimited-configure,GPL-3+,MIT-short,MIT , Copyright_File     ,  ArtisticorGPL-1.0+(swig/perl/*),libpng(frmts/png/libpng/*),Qhull(alg/internal_libqhull/*),LGPL-2+(swig/python/samples/gdal_vrtmerge.py,swig/python/scripts/gdal_merge.py),fsf-unlimited-disclaimer(aclocal.m4),HPND-3i(ogr/swq.cpp,ogr/swq.h),public-domain(frmts/grib/degrib18/*,frmts/gtiff/libgeotiff/geo_free.c,frmts/gtiff/libgeotiff/geo_get.c,frmts/gtiff/libgeotiff/geo_keyp.h,frmts/gtiff/libgeotiff/geokeys.h)"More_than_5_Files_for_this_license",Apache-2.0(frmts/mrf/JPNG_band.cpp,frmts/wms/minidriver_mrf.cpp),MITandzlib(port/cpl_vsil_gzip.cpp),Info-ZIP(port/cpl_minizip_ioapi.cpp,port/cpl_minizip_ioapi.h,port/cpl_minizip_unzip.cpp,port/cpl_minizip_unzip.h,port/cpl_minizip_zip.cpp)"More_than_5_Files_for_this_license",IJG(frmts/jpeg/libjpeg/*,frmts/jpeg/libjpeg12/*),HPND-sl-gl-sgi(frmts/gtiff/libtiff/tif_luv.c),HPND-p-sl-sgi(frmts/aigrid/aigccitt.c,frmts/gtiff/libtiff/tif_pixarlog.c),HPND-sl-sgi(frmts/gtiff/libtiff/t4.h,frmts/gtiff/libtiff/tif_aux.c,frmts/gtiff/libtiff/tif_close.c,frmts/gtiff/libtiff/tif_codec.c,frmts/gtiff/libtiff/tif_color.c)"More_than_5_Files_for_this_license",GPL-3+(config.guess,config.sub),MITandBase64(port/cpl_base64.cpp),MITorLGPL-2+(ogr/ogrsf_frmts/shape/dbfopen.c,ogr/ogrsf_frmts/shape/sbnsearch.c,ogr/ogrsf_frmts/shape/shapefil.h,ogr/ogrsf_frmts/shape/shpopen.c,ogr/ogrsf_frmts/shape/shptree.c),MITandPostgreSQL(ogr/ogrsf_frmts/pg/ogrpglayer.cpp),MITandGPL-3+withBisonexception(ogr/ogrsf_frmts/ods/ods_formula_parser.cpp),HPND-disclaimer(port/cpl_recode.cpp,port/cpl_recode_iconv.cpp,port/cpl_recode_stub.cpp),JasPer-2.0(frmts/jpeg2000/jpeg2000_vsil_io.cpp),GPL-2+withLibtoolexception(ltmain.sh),zlib(frmts/zlib/*,frmts/zlib/crc32.c),HPND-eos(frmts/hdf4/hdf-eos/EHapi.c,frmts/hdf4/hdf-eos/GDapi.c,frmts/hdf4/hdf-eos/SWapi.c,frmts/hdf4/hdf-eos/HdfEosDef.h,frmts/hdf4/hdf-eos/HDFEOSVersion.h)"More_than_5_Files_for_this_license",MIT(*,apps/gdaldem_lib.cpp,frmts/gif/giflib/*,frmts/jpeg/jpgdataset.cpp,frmts/nitf/nitfdataset.cpp)"More_than_5_Files_for_this_license",GPL-3+withBisonexception(ogr/osr_cs_wkt_parser.c,ogr/osr_cs_wkt_parser.h,ogr/swq_parser.cpp,ogr/swq_parser.hpp,ogr/ogrsf_frmts/ods/ods_formula_parser.hpp),MIT-short(install-sh),fsf-unlimited-configure(configure),ITT(frmts/jpipkak/jpipkakdataset.cpp,frmts/jpipkak/jpipkakdataset.h),BSD-3-Clause(frmts/gtiff/tif_float.c,frmts/gtiff/tif_float.h,frmts/mrsid_lidar/gdal_MG4Lidar.cpp,frmts/pcraster/libcsf/*,ogr/ogrsf_frmts/dxf/intronurbs.cpp), ,  NA 
libgeos-3.6.2  , public-domain,zlib,GPL-2+ with Libtool exception,LGPL-2.1+ , Copyright_File     ,  public-domain(include/geos/timeval.h),LGPL-2.1+(*),GPL-2+withLibtoolexception(ltmain.sh),zlib(tests/xmltester/tinyxml/*), ,  NA 
libgeos-c1v5  , public-domain,zlib,GPL-2+ with Libtool exception,LGPL-2.1+ , Copyright_File     ,  public-domain(include/geos/timeval.h),LGPL-2.1+(*),GPL-2+withLibtoolexception(ltmain.sh),zlib(tests/xmltester/tinyxml/*), ,  NA 
libgeos-dev  , public-domain,zlib,GPL-2+ with Libtool exception,LGPL-2.1+ , Copyright_File     ,  public-domain(include/geos/timeval.h),LGPL-2.1+(*),GPL-2+withLibtoolexception(ltmain.sh),zlib(tests/xmltester/tinyxml/*), ,  NA 
libgeotiff-dev  , HPND-sl-sgi,BSD-4-Clause,GPL-2+ with Libtool exception,install-sh,GPL-2+ with Autoconf exception,BSD-3-Clause,fsf-unlimited,fsf-makefile-unlimited,MIT,fsf-doc-unlimited,attribution , Copyright_File     ,  BSD-4-Clause(bin/getopt.c),fsf-unlimited(aclocal.m4,configure),fsf-doc-unlimited(INSTALL),attribution(*),GPL-2+(debian/*),HPND-sl-sgi(bin/geotifcp.c),fsf-makefile-unlimited(Makefile.in,bin/Makefile.in,cmake/Makefile.in,libxtiff/Makefile.in,man/Makefile.in)"More_than_5_Files_for_this_license",GPL-2+withAutoconfexception(config.guess,config.sub,depcomp,m4/ax_prog_doxygen.m4,m4/doxygen.am)"More_than_5_Files_for_this_license",GPL-2+withLibtoolexception(ltmain.sh),MIT(cpl_csv.c,cpl_serv.c,cpl_serv.h,geo_ctrans.inc,geo_extra.c)"More_than_5_Files_for_this_license",install-sh(install-sh),BSD-3-Clause(CMakeLists.txt,cmake/FindGeoTIFF.cmake,cmake/FindPROJ4.cmake,libxtiff/CMakeLists.txt), ,  NA 
libgeotiff2  , HPND-sl-sgi,BSD-4-Clause,GPL-2+ with Libtool exception,install-sh,GPL-2+ with Autoconf exception,BSD-3-Clause,fsf-unlimited,fsf-makefile-unlimited,MIT,fsf-doc-unlimited,attribution , Copyright_File     ,  BSD-4-Clause(bin/getopt.c),fsf-unlimited(aclocal.m4,configure),fsf-doc-unlimited(INSTALL),attribution(*),GPL-2+(debian/*),HPND-sl-sgi(bin/geotifcp.c),fsf-makefile-unlimited(Makefile.in,bin/Makefile.in,cmake/Makefile.in,libxtiff/Makefile.in,man/Makefile.in)"More_than_5_Files_for_this_license",GPL-2+withAutoconfexception(config.guess,config.sub,depcomp,m4/ax_prog_doxygen.m4,m4/doxygen.am)"More_than_5_Files_for_this_license",GPL-2+withLibtoolexception(ltmain.sh),MIT(cpl_csv.c,cpl_serv.c,cpl_serv.h,geo_ctrans.inc,geo_extra.c)"More_than_5_Files_for_this_license",install-sh(install-sh),BSD-3-Clause(CMakeLists.txt,cmake/FindGeoTIFF.cmake,cmake/FindPROJ4.cmake,libxtiff/CMakeLists.txt), ,  NA 
libgif-dev  , MIT , Copyright_File     ,  MIT(*,debian/*), ,  NA 
libgraphite2-dev  , custom-sil-open-font-license,LGPL-2.1+ or GPL-2+ or MPL-1.1,Artistic or GPL-1+,public-domain,LGPL-2.1+ or MPL-1.1 or GPL-2+ , Copyright_File     ,  ArtisticorGPL-1+(contrib/perl/*,contrib/perl/ppport.h),public-domain(tests/texts/udhr*),custom-sil-open-font-license(tests/fonts/*),LGPL-2.1+orGPL-2+orMPL-1.1(gr2fonttest/gr2FontTest.cpp),LGPL-2.1+(src/CMakeLists.txt,debian-src/*,debian/*),LGPL-2.1+orMPL-1.1orGPL-2+(*), ,  NA 
libhdf4-0-alt  , GPL-2+ with Bison exception,NetCDF and HDF4,NetCDF,BSD-3-clause,GPL-2+ with Libtool exception,HDF4 , Copyright_File     ,  GPL-2+(hdf/util/getopt.c,hdf/util/getopt1.c,debian/*),HDF4(*,mfhdf/dumper/testfiles/vslongname.c,mfhdf/hdfimport/crtSDSfloats.c,mfhdf/hdfimport/gen_sds_floats.c,mfhdf/libsrc/hdfnctest.c)"More_than_5_Files_for_this_license",NetCDF(mfhdf/*),NetCDFandHDF4(mfhdf/libsrc/array.c,mfhdf/libsrc/attr.c,mfhdf/libsrc/cdf.c,mfhdf/libsrc/dim.c,mfhdf/libsrc/error.c)"More_than_5_Files_for_this_license",GPL-2+withLibtoolexception(bin/ltmain.sh),GPL-2+withBisonexception(mfhdf/ncgen/ncgentab.c,mfhdf/ncgen/ncgentab.h),BSD-3-clause(hdf/src/hqueue.h,hdf/src/mcache.c,hdf/src/mcache.h), ,  NA 
libhdf4-alt-dev  , GPL-2+ with Bison exception,NetCDF and HDF4,NetCDF,BSD-3-clause,GPL-2+ with Libtool exception,HDF4 , Copyright_File     ,  GPL-2+(hdf/util/getopt.c,hdf/util/getopt1.c,debian/*),HDF4(*,mfhdf/dumper/testfiles/vslongname.c,mfhdf/hdfimport/crtSDSfloats.c,mfhdf/hdfimport/gen_sds_floats.c,mfhdf/libsrc/hdfnctest.c)"More_than_5_Files_for_this_license",NetCDF(mfhdf/*),NetCDFandHDF4(mfhdf/libsrc/array.c,mfhdf/libsrc/attr.c,mfhdf/libsrc/cdf.c,mfhdf/libsrc/dim.c,mfhdf/libsrc/error.c)"More_than_5_Files_for_this_license",GPL-2+withLibtoolexception(bin/ltmain.sh),GPL-2+withBisonexception(mfhdf/ncgen/ncgentab.c,mfhdf/ncgen/ncgentab.h),BSD-3-clause(hdf/src/hqueue.h,hdf/src/mcache.c,hdf/src/mcache.h), ,  NA 
libicu-le-hb-dev  , GPL-3,MIT , Copyright_File     ,  GPL-3(debian/*),MIT(*), ,  NA 
libicu-le-hb0  , GPL-3,MIT , Copyright_File     ,  GPL-3(debian/*),MIT(*), ,  NA 
libjson-c-dev  , MIT , Copyright_File     ,  MIT(*,printbuf.[ch],debug.h,json_object_iterator.[ch],debian/*), ,  NA 
libjson-c3  , MIT , Copyright_File     ,  MIT(*,printbuf.[ch],debug.h,json_object_iterator.[ch],debian/*), ,  NA 
libkml-dev  , GPL-3+,zlib,BSD-3-Clause , Copyright_File     ,  GPL-3+(debian/*),zlib(src/kml/base/contrib/minizip/ioapi.h,src/kml/base/contrib/minizip/iomem_simple.c,src/kml/base/contrib/minizip/iomem_simple.h,src/kml/base/contrib/minizip/unzip.c,src/kml/base/contrib/minizip/unzip.h),BSD-3-Clause(*), ,  NA 
libkmlbase1  , GPL-3+,zlib,BSD-3-Clause , Copyright_File     ,  GPL-3+(debian/*),zlib(src/kml/base/contrib/minizip/ioapi.h,src/kml/base/contrib/minizip/iomem_simple.c,src/kml/base/contrib/minizip/iomem_simple.h,src/kml/base/contrib/minizip/unzip.c,src/kml/base/contrib/minizip/unzip.h),BSD-3-Clause(*), ,  NA 
libkmlconvenience1  , GPL-3+,zlib,BSD-3-Clause , Copyright_File     ,  GPL-3+(debian/*),zlib(src/kml/base/contrib/minizip/ioapi.h,src/kml/base/contrib/minizip/iomem_simple.c,src/kml/base/contrib/minizip/iomem_simple.h,src/kml/base/contrib/minizip/unzip.c,src/kml/base/contrib/minizip/unzip.h),BSD-3-Clause(*), ,  NA 
libkmldom1  , GPL-3+,zlib,BSD-3-Clause , Copyright_File     ,  GPL-3+(debian/*),zlib(src/kml/base/contrib/minizip/ioapi.h,src/kml/base/contrib/minizip/iomem_simple.c,src/kml/base/contrib/minizip/iomem_simple.h,src/kml/base/contrib/minizip/unzip.c,src/kml/base/contrib/minizip/unzip.h),BSD-3-Clause(*), ,  NA 
